,topic,introduction,name,price,cover,authors,translator,publisher,printer,id,weight,language,format,width,height,publish_date,pages
100,am-nhac-1,"Xướng ca âm nhạc gọi tắt là ""Xướng Nhạc""
Trước nhu cầu cần thiết cho nhiều người ca hát và học xướng nhạc... Giáo trình sư phạm Xướng Ca Âm Nhạc được biên soạn ra hầu đáp ứng cho các bạn có nhu cầu thực tế cần học tập bài bản để ca hát âm nhạc cho hiệu quả, khả quan hơn.
Thực tế trên lãnh vực ca hát có các bạn chưa biết về âm nhạc, mà chịu học âm nhạc để có cơ bản phát triển khả năng, ham thích ca hát của mình là chuyện tốt và bình thường, nhưng cũng có vô số hoàn cảnh nào đó các bạn yêu thích đang hát ca trong môi trường âm nhạc nghiệp dư lại không biết ký hiệu nhạc, nhạc lý, thậm chí một số chưa biết nốt nhạc cũng nhiều. Vì vậy, cần phải trau dồi kiến thức âm nhạc để phát huy khả năng sẵn có của mình là yêu thích ca hát.
Mời bạn đón đọc.",Xướng Ca Âm Nhạc,36000,https://www.vinabook.com/images/thumbnails/product/240x/38014_44557.jpg,GV. Phạm Hoàng,,Nxb Phương Đông,Tác Giả Phạm Hoàng,,374.0,,Bìa mềm,20.5,28.0,03/2011,128.0
101,am-nhac-1,"Em học đàn Organ gồm 3 tập: Tập 1 - phần cơ bản, Tập 2 - phần dành cho học sinh Tiểu học, Tập 3 - phần dành cho học sinh Trung học cơ sở.Trong tập 2 - phần dành cho học sinh Tiểu học có:- Phần nhạc lý đủ để các em hiểu và đọc được các ký hiệu nhạc trong các bài tập và những bản nhạc giúp luyện ngón.- Phần thực hành gồm những bài tập luyện ngón cho bàn tay phải (tạo ra giai điệu) và cho bàn tay trái (tạo ra hợp âm).Các bài tập được sắp xếp có sư phạm, bảo đảm tính vừa sức với các em, trong đó:- Luyện tập nghe và giữ nhịp theo các cụm âm hình tiết tấu.- Nghe và luyện ngón theo tiếng đàn solo. Tập đệm hợp âm theo tiết điệu gợi ý.Bài tập là những bản nhạc trong sách giáo khoa Âm nhạc lớp 1, lớp 2, lớp 3, lớp 4, lớp 5. Các bản nhạc được ghi đĩa CD ở dạng mini, theo hai cách: luyện tập sử dụng bàn tay phải để đánh nốt nhạc, luyện tập bàn tay trái để tập đệm đàn và chơi hoàn chỉnh bản nhạc.
Mời bạn đón đọc.",Em Học Đàn Organ - Tập 2 - Kèm 1 Đĩa CD (Bài Tập Theo Sách Giáo Khoa Âm Nhạc Từ Lớp 1 Đến Lớp 5),52000,https://www.vinabook.com/images/thumbnails/product/240x/37942_44485.jpg,Nguyễn Hạnh - Nguyễn Thị Yến Linh,,Nxb Phương Đông,Văn Nghệ,8938502324909,310.0,,Bìa mềm,20.0,28.0,05/2011,128.0
102,am-nhac-1,Mục lụcSonata N.13Sonata N.14Sonata N.15Sonata N.16Sonata N.17Mời bạn đón đọc.,Các Bản Sonata Dành Cho Piano - Tập 3,25000,https://www.vinabook.com/images/thumbnails/product/240x/37778_44321.jpg,L.V. Beethoven,Hoàng Hoa (tuyển chọn),Nxb Mũi Cà Mau,Văn Nghệ,,350.0,,Bìa mềm,19.0,27.0,02/2003,152.0
103,am-nhac-1,Mục lụcSonata N.7Sonata N.8Sonata N.9Sonata N.10Sonata N.11Sonata N.12Mời bạn đón đọc.,Các Bản Sonata Dành Cho Piano - Tập 2,25000,https://www.vinabook.com/images/thumbnails/product/240x/37777_44320.jpg,L.V. Beethoven,Hoàng Hoa (tuyển chọn),Nxb Mũi Cà Mau,Văn Nghệ,,350.0,,Bìa mềm,19.0,27.0,02/2003,142.0
104,am-nhac-1,"Đời tôi chỉ một ngườiEm đi chùa hươngGiã từ đêm mưaGió mùa xuân tớiKhúc ly caKhúc nhạc ly hươngLỡ cung đànLời du tửMộng đẹp tình xuânMộng lànhMột thuở yêu đànNgày hạnh phúcNgười đi qua đời tôiNhớ nhung...
Mời bạn đón đọc.",Tuyển Tập Những Ca Khúc Vượt Thời Gian - Dạ Khúc Cho Tình Nhân,33000,https://www.vinabook.com/images/thumbnails/product/240x/37774_44317.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324879,220.0,,Bìa mềm,20.0,28.0,05/2011,88.0
105,am-nhac-1,"Gồm các ca khúc:
1. Bà tôi
2. Bài ca đất Phương Nam
3. Bẽ bàng bướm đậu mù u
4. Ca dao em và tôi
5. Chị tôi
6. Con sáo còn buồn
7. Còn thương rau đắng mọc sau hè
8. Đàn sáo Hậu Giang
9. Đau xót lý con cua
10. Đôi mắt Pleiku
11. Duyên tình lý ngựa ô
12. Giữa Mạc Tư Khoa nghe câu hò Ví Giặm
13. Hoài cổ
14. Huế thương
15. Khóm trúc lầu mây
16. Kiên Giang mình đẹp lắm
17. Làng quan họ quê tôi
18. Mái đình làng biển
19. Mẹ yêu con
20. Một khúc tâm tình của người Hà Tĩnh
21 .Mưa bay tháp cổ
22. Ngẫu hứng Sông Hồng
23. Nhớ ai buông tiếng thở dài
24. Nội tôi
25. Nón bài thơ
26. Non nước hữu tình
27. Ở trọ
28. Phải em lý ngựa ô
29. Sa mưa giông
30. Sông Đắkkrông
31. Thị trấn mù sương
32. Tình ca Phương Nam
33. Tình ca Tây Nguyên
34. Tình quê mùa hẹn
35. Tình ta lý qua cầu
Trân trọng giới thiệu.",Duyên Tình Lý Ngựa Ô - Tuyển Tập Những Ca khúc Trữ Tình Mang Âm Hưởng Dân Ca,30000,https://www.vinabook.com/images/thumbnails/product/240x/37365_43908.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324855,220.0,,Bìa mềm,20.0,28.0,04/2011,80.0
106,am-nhac-1,"Mục lục
Lời nói đầu
Nhạc lý: Các ký hiệu nhạc
1. Ký hiệu ghi cao độ của âm thanh
2. Ký hiệu ghi trường độ của âm thanh
3. Hình dạng dấu lặng
Nhạc lý: Nhịp, phách, thì
1. Nhịp là gì?
2. Phách là gì?
3. Thì là gì?
Nhạc lý:  Cung, nửa cung - dấu hóa
1. Cung và nửa cung
2. Dấu hóa
3. Hóa biểu
Vị trí nốt nhạc trên phím đàn organ
Bài tập luyện ngón của tay phải
1. Luyện ba ngón
2. Luyện bốn ngón
3. Luyện năm ngón
4. Luyện ngón theo quãng
Bài tập quãng theo giai điệu
1. Quãng 2
2. Quãng 3
3. Quãng 4
4. Quãng 5
Nhạc lý: Hợp âm
Khái niệm về hợp âm
Bài tập luyện ngón của bàn tay trái
1. Luyện một ngón
2. Luyện hai ngón
3. Luyện ba ngón
Bài tập luyện theo nhịp và phách
1. Nhịp 2 phách
2. Nhịp 3 phách
3. Nhịp 4 phách
Luyện tập qua những bài hát
Búp bê
Con gà con
Mèo vàng
Đồ Rê Mi
Bài luyện tập với năm nốt: Đô-Rê-Mi-Pha-Son
Bài luyện tập với sáu nốt: Đô-Rê-Mi-Pha-Son-la
Trân trọng giới thiệu.",Em Học Đàn Organ - Tập 1 - Kèm 1 Đĩa CD (Bài Tập Ứng Dụng Các Bài Nhạc Trong Sinh Hoạt),44000,https://www.vinabook.com/images/thumbnails/product/240x/37206_43749.jpg,Nguyễn Hạnh - Nguyễn Thị Yến Linh,,Nxb Phương Đông,Văn Nghệ,8938502324794,310.0,,Bìa mềm,20.0,28.0,03/2011,112.0
107,am-nhac-1,"Mục lục
Biển cạn
Biển mộng
Biết nói gì đây
Cánh diều kỷ niệm
Cho lần cuối
Cho nhau lời nguyện cầu
Chuyện ba người
Chuyện tình Lan và Điệp 2
Chuyện tình Lan và Điệp 3
Cô đơn
Cuối cùng cho một tình yêu
Dĩ vãng
Đêm Buồn
Đêm Cuối
Đêm tóc rối
Đèn khuya
Đôi mắt người xưa
Đôi mắt người xưa
Đừng hỏi vì sao tôi buồn
Đừng lừa dối nhau
Gõ cửa trái tim
Hai bàn tay trắng
Hoa nở về đêm
Không nhìn nhau lần cuối
Khuya nay anh đi rồi!
Kiếp sau
Lời gọi chân mây
Lưu bút ngày xanh
Một lời cuối cho em
Một người lên xe hoa
Nếu ngày mai
Ngỡ đâu tình đã quên mình
Ngỡ ngàng
Phiên khúc mùa đông
Thương ca mùa hạ
Thúy đã đi rồi
Trân trọng giới thiệu.",Đôi Mắt Người Xưa - Tuyển Tập Những Ca Khúc Trữ Tình,30000,https://www.vinabook.com/images/thumbnails/product/240x/37020_43563.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324824,220.0,,Bìa mềm,20.0,28.0,04/2011,80.0
108,am-nhac-1,"Gồm các ca khúc:
60 Năm
Bốn màu áo
Buồn ơi, chào mi
Căn nhà mộng ước
Chờ người
Độc huyền
Đưa em vào luân vũ
Gọi người yêu dấu
Hai chuyến tàu đêm
Hãy ngước mặt nhìn đời
Hãy yêu nhau đi
Hãy yêu như chưa yêu lần nào
Khi em nhìn anh
Kiếp nghèo
Kỷ niệm nào buồn
Lá thư cuối cùng
Linh hồn tượng đá
Lời nào muốn nói
Mai
Mật đắng tình yêu
Món quà kỷ niệm
Nếu có nhớ đến
Nhật ký đời tôi
Phận tơ tằm
Saigon
thương một người
Thuyền xa bến đỗ
Tôi muốn
Tôi sẽ đưa em về
Trên đỉnh mùa đông
Tương tư nàng ca sĩ
Ước nguyện đầu xuân
Vị ngọt đôi môi
Xin em đừng hỏi
Xin gọi nhau là cố nhân
Yêu người yêu đời
Trân trọng giới thiệu.",Yêu Người Yêu Đời -  Tuyển Tập Những Ca Khúc Trữ Tình,36000,https://www.vinabook.com/images/thumbnails/product/240x/37019_43562.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324787,220.0,,Bìa mềm,20.0,28.0,02/2011,80.0
109,am-nhac-1,"Cuốn sách này không phải dành cho người muốn trở thành tay dương cầm trong ban nhạc hòa tấu. Nó sẽ không dạy bạn cách chơi nhạc cua Mozart hay Chopin.
Cuốn sách  này sẽ đưa ra những chỉ dẫn cần thiết để chơi các bản nhạc - những bản nhạc mà gia đình bạn thường hát trong lễ Giáng Sinh, mà không cần nhiều năm mới có được những kỹ năng để có thể chơi các hợp âm và các giai điệu.
Cuốn sách này được sử dụng như những công cụ. Một viên gạch không xây được một ngôi nhà nhưng một con người sử dụng được công cụ đó sẽ tạo nên một ngôi nhà. Và với đàn piano mọi chuyện cũng sẽ như vậy.
Mục lục
Dẫn nhập
Chương 1: Hình thức của bàn phím
Chương 2: Đọc tên các nốt
Chương 3: Đi vào nhịp điệu
Chương 4: Thành lập hợp âm với Do-Re-Mi
Chương 5: Một chuyển khúc hòa điệu, hàng ngàn bản nhạc
Chương 6: Thêm những hợp âm ba nốt 
Chương 7: Những hợp âm bốn nốt
Chương 8: Sắp xếp tất cả vào nhau
Chương 9: Những hợp âm cao hơn
Chương 10:Nghệ sỹ bậc thầy là chúng ta
Phụ lục
 
Mời bạn đón đọc.",Những Hợp Âm Của Đàn Piano - Tái bản 03/2011,26000,https://www.vinabook.com/images/thumbnails/product/240x/36905_43448.jpg,Karen Berger,,Nxb Hải Phòng,Văn Lang,8935073076732,220.0,,Bìa mềm,19.0,27.0,03/2011,112.0
110,am-nhac-1,"Mục lục
Ai cho tôi tình yêu - Trúc Phương
Ai đưa em về - Nguyễn Ánh
Biết đến thưở nào - Tùng Giang
Bóng người cùng thôn - Y Vân
Buồn trong kỷ niệm - Trúc Phương
Chiều Cuối tuần - Trúc Phương
Chiều làng em - Trúc Phương
Chuyện ngày xưa - Trúc Phương
Có nhớ đêm nào? - Kháng Băng
Đừng xa em đêm nay - Đức Huy
Đường dài một bóng - Hoàng Trọng
Gặp nhau làm ngơ - Trần Thiện Thanh
Hai lối mộng - Trúc Phương
Hàn Mặc Tử - Trần Thiện Thanh
Hình bóng cũ - Trúc Phương
Hoa sứ nhà nàng - Hoàng Phương
Không ! - Nguyễn Anh 9
Kiếp tha hương - Lam Phương
Lạnh lùng - Đinh Việt Lang
...
Trân trọng giới thiệu.",Thương Nhau Ngày Mưa - Tuyển Tập Những Ca Khúc Trữ Tình,28000,https://www.vinabook.com/images/thumbnails/product/240x/36851_43394.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324763,330.0,,Bìa mềm,20.0,28.0,03/2011,80.0
111,am-nhac-1,"Mục Lục
01. Bác Hồ một tình yêu bao la
02. Bác Hồ người cho em tất cả
03. Bài ca non sông
04. Bài ca thanh niên tình nguyện
05. Bài ca sinh viên
06. Bài ca may áo
07. Bài ca xây dựng
08. Bốn phương trời
09. Cây đàn sinh viên
10. Chiến thắng Điện Biên
11. Cuộc đời vẫn đẹp sao
12. Cô gái mở đường
13. Cô gái Sài Gòn đi tải đạn
14. Cùng nhau ta đi lên
15. Dấu chân tình nguyện
16. Đảng đã cho tôi sáng mắt sáng lòng
17. Đảng là cuộc sống của tôi
18. Đất nước
19. Đi tới những chân trời
20. Đất nước, lời ru
21. Đường cày đảm đang
22. Đi ta đi lên
...
50. Mơ ước ngày mai
51. Mùa hè xanh
52. Mùa hè sinh viên
53. Mùa xuân trên thành phố
54. Năm anh em trên một chiếc xe tăng
55. Người mẹ của tôi
56. Nhớ ơn Bác
57. Như có Bác Hồ trong ngày vui đại thắng
58. Nổi lửa lên em
59. Tự nguyện
60. Thanh niên làm theo lời Bác
61. Thanh niên tình nguyện
62. Thiếu nhi thế giới liên hoan
63. Tiến lên đoàn viên
64. Tiếng đàn bầu
65. Trên đỉnh Trường Sơn ta hát
66. Trông cây lại nhớ đến Người
67. Trái đất này là của chúng mình
68. Tuổi trẻ thế hệ Bác Hồ
69. Vầng trăng Ba Đình
70. Viếng lăng Bác
Mời bạn đón đọc.",70 Ca Khúc Thường Dùng Trong Sinh Hoạt Đoàn - Hội - Đội,28000,https://www.vinabook.com/images/thumbnails/product/240x/36254_42797.jpg,,,Nxb Văn hóa Thông tin,TTTV Hà Nội,8935077095357,220.0,,Bìa mềm,20.0,20.0,01/2011,140.0
112,am-nhac-1,"Nhạc sĩ Xuân Tứ xuất thân là một nghệ sĩ biểu diễn, sau đó kiêm cả sáng tác và đào tạo.
Ông có nhiều tác phẩm nổi tiếng viết cho đàn phím đã được chọn đưa vào danh mục các bài thi quốc tế: Rhapsodie Trường Sơn, Fantaisie trên chủ đề Anh vẫn hành quân (Accordéon); Tình yêu chung thuỷ, Hoa ban và cô gái Thái (đàn phím điện tử - organ) v.v...
Ông đã đào tạo được nhiều học trò giỏi đoạt các giải cao trong các kỳ thi quốc tế và quốc gia: Ông đã từng được mời đến biểu diễn và tham gia giám khảo các cuộc thi quốc tế về đàn phím tại Klingenthai (Đức)
Ông đã biên soạn nhiều tài liệu, giáo trình, giáo khoa cho đàn accordéon và rogan
Cuốn Hướng dẫn dạy và học đàn Organ này ông viết do yêu cầu đào tạo của trường Cao đẳng sư phạm Nhạc Hoạ Trung Ương, đồng thời cũng là do yêu cầu (rất cấp bách) của phong trào học âm nhạc trong cả nước đang cần có một tài liệu dạy và học (đàn organ) một cách chính quy, có hệ thống, có tính khoa học và sư phạm
Với kinh nghiệm và tích luỹ kiến thức hơn 40 năm giảng dạy từ sơ cấp đến đại học, ông đã biên soạn nên cuốn sách nhiều tập rất có giá trị này. Mong rằng cuốn sách sẽ đáp ứng được yêu cầu của các độc giả.
Mời bạn đón đọc.",Hướng Dẫn Dạy Và Học Đàn Organ - Tập 2,28000,https://www.vinabook.com/images/thumbnails/product/240x/35643_42186.jpg,Xuân Tứ,,Nxb Âm nhạc,Đồng Lợi,,286.0,,Bìa mềm,19.5,27.5,12/2009,180.0
113,am-nhac-1,"Hà Nội niềm tin và hy vọng - tập hợp những ca khúc hát về Hà Nội.
Trân trọng kính mời.",Hà Nội Niềm Tin Và Hy Vọng,26000,https://www.vinabook.com/images/thumbnails/product/240x/35642_42185.jpg,Nhiều tác giả,,Nxb Văn hóa Thông tin,TTTV Hà Nội,8935077092844,242.0,,Bìa mềm,19.0,27.0,2010,144.0
114,am-nhac-1,"Tiếp theo quyển Nhạc lý căn bản là quyển Nhạc lý nâng cao, với những nội dung chuyên sâu hơn, giúp người học một nền tảng tốt cho việc học các phần tiếp theo như: Thanh nhạc, Ký xướng âm, Nhạc khí học, Chỉ huy, Hòa âm, Phối khí, Sáng tác...Các ví dụ minh họa trích từ những bài nhạc quen thuộc để người học hiểu nhanh chóng. Các bài tập kèm theo cuối bài giúp người học củng cố kiến thức.
Mời bạn đón đọc.",Nhạc Lý Nâng Cao  - Tái bản 07/08/2008,17000,https://www.vinabook.com/images/thumbnails/product/240x/35388_41931.jpg,Nguyễn Hạnh,,Nxb Phương Đông,Văn Nghệ,893850232468,200.0,,Bìa mềm,14.5,20.5,07/2008,128.0
115,am-nhac-1,"Sách được biên soạn nhằm cung cấp tài liệu tham khảo cho các bạn thích học ghita từ việc hướng dẫn các bước cơ bản cùng các đoạn nhạc để bạn thực hành cho đến các bản nhạc để bạn luyện tập cho đến thuần thục. 
Mời bạn đón đọc.",Phương Pháp Học Ghita,44000,https://www.vinabook.com/images/thumbnails/product/240x/35325_41868.jpg,Tạ Tấn,,Nxb Âm nhạc,Đồng Lợi,,500.0,,Bìa mềm,19.0,27.0,03/2007,264.0
116,am-nhac-1,"Mục lục
Anh yêu em nhiều lắm - Nhạc và lời: Sỹ Luân
Bay giữa ngân hà - Nhạc và lời: Nguyễn Văn Chung
Cho em một con đường - Nhạc và lời: Nguyễn Hồng Thuận
Chuyện phim tôi - Nhạc và lời: Phạm Khánh Hưng
Con đường mưa - Nhạc và lời: Nguyễn Văn Chung
Đêm định mệnh - Nhạc và lời: Trương Lê Sơn
Đợi yêu - Nhạc và lời: Lê Quang - Mỹ Tâm
Đường tình hai lối - Nhạc và lời: Lê Hựu Hà
Hạnh phúc bất tận - Nhạc và lời: Nguyễn Hồng Thuận
Hãy về với em - Nhạc và lời: Thái Hùng
...
Mời bạn đón đọc.",Tuyển Chọn Ca Khúc Được Yêu Thích - Quà Tặng Âm Nhạc,28000,https://www.vinabook.com/images/thumbnails/product/240x/35037_41580.jpg,,,Nxb Phương Đông,Văn Nghệ,893850232459,240.0,,Bìa mềm,20.0,28.0,09/2010,80.0
117,am-nhac-1,"Mục lục
Anh cứ hẹn - Nhạc và lời: Anh Bằng
Ánh trăng tàn - Nhạc: Anh Bằng, Lời: Đặng Hiền
Biển tình - Nhạc và lời: Lam Phương
Buồn vương màu áo - Nhạc và lời: Ngọc Trọng
Chia ly - Nhạc và lời: Đỗ Lễ
Chuyện hẹn hò - Nhạc và lời: Trần Thiện Thanh 
Duyên kiếp - Nhạc và lời: Lam Phương
Đàn bà - Nhạc và lời: Song Ngọc
Điệp khúc buồn - Nhạc và lời: Trúc Hồ
Định mệnh buồn - Nhạc và lời: Song Ngọc
...
Mời bạn đón đọc.",Tuyển Chọn Ca Khúc Được Yêu Thích - Lời Đắng Cho Một Cuộc Tình - Tái bản 09/10/2010,30000,https://www.vinabook.com/images/thumbnails/product/240x/35036_41579.jpg,,,Nxb Phương Đông,Văn Nghệ,8935222200186,220.0,,Bìa mềm,20.0,28.0,09/2010,80.0
118,am-nhac-1,"Mục lục
Phận gái thuyền quyên
Từ độ xa người
Chôn vùi tâm sự
Anh hãy về đi
Ngẩn ngơ sầu
Con gái của mẹ
Đính ước
Say
Thức đêm mới biết đêm dài
Hoàng tử trong mơ
...
Mời bạn đón đọc.",Vó Ngựa Trên Đồi Cỏ Non - Tuyển Tập Ca Khúc Nhạc Sĩ Giao Tiên,52000,https://www.vinabook.com/images/thumbnails/product/240x/34908_41451.jpg,Nhạc Sĩ Giao Tiên,,NXB Thanh Niên,Quang Minh,,350.0,,Bìa mềm,19.0,27.0,09/2010,144.0
119,am-nhac-1,"Mục lục
Ai yêu các nhi đồng bằng Bác Hồ Chí Minh - Nhạc: Phạm Tuyên, Lời: Thư trung thu của Bác Hồ
Ánh bình minh - Nhạc và lời: Vân Đồng
Bác đang cùng chúng cháu hành quân - Nhạc và lời: Huy Thục
Bác Hồ một tình yêu bao la - Nhạc và lời: Thuận Yến
Bác Hồ của chúng em - Nhạc: Lưu Bách Thụ, Lời: Lê Quý Phát - Lưu Bách Thụ
Bác sống đời đời - Nhạc và lời: Phong Nhã
Bài ca Hồ Chí Minh - Nhạc và lời: Văn Ký
Buổi sáng trên thành phố Bác Hồ - Nhạc và lời: Mộng Lân
Bác Hồ người cho em tất cả - Nhạc: Hoàng Long - Hoàng Lân, Phỏng thơ: Phong Thu
Bác Hồ của em - Nhạc: Vũ Lê Phú, Lời: Dương Hưng Bang
...
Mời bạn đón đọc.",Tập Ca Khúc Hồ Chí Minh Tên Người Sáng Mãi,24000,https://www.vinabook.com/images/thumbnails/product/240x/34459_41002.jpg,,,,,,,,,,,,
120,am-nhac-1,"Kho tàng dân ca Việt Nam là một kho tàng tình ca lấp lánh những cung bậc của tình yêu đôi lứa. Khi Tân nhạc xuất hiện ở Việt Nam, cũng đồng thời là lúc xuất hiện những tình ca mới của thời đương đại. Tình ca Việt Nam nở rộ trong buổi bình minh của Tân nhạc. Song, kỳ lạ hơn là trải qua hai cuộc chiến tranh khốc liệt kéo dài suốt 30 năm, tình ca Việt Nam vẫn vang lên trong trẻo bất chấp chết chóc, bất chấp đạn bom...
Từ thống nhất đất nước đến nay..một thời đại mới mẻ của tình ca lại vút lên với những tên tuổi mới. Quyển sách được biên soạn, giới thiệu 100 tình ca Việt Nam đặc sắc của 100 tác giả nổi tiếng qua năm thời kỳ phát triển Tân nhạc để những người yêu nhạc có thể có trong tay một sưu tập tình ca Việt Nam.
Mục lục 
Xuân và tuổi trẻ - Nhạc: La Hối, Lời: Thơ La Hối - Thế Lữ 
Suối mơ - Nhạc và lời: Văn Cao
Cô lái đò - Nhạc: Nguyễn Đình Phúc, Lời: Thơ Nguyễn Bính
Chiều - Nhạc: Dương Thiệu Tước, Lời: Thơ Hồ Dzếnh
Giọt mưa thu - Nhạc và lời: Đặng Thế Phong
... 
Mời bạn đón đọc.",100 Tình Ca Việt Nam Đặc Sắc,60000,https://www.vinabook.com/images/thumbnails/product/240x/34380_40921.jpg,Nguyễn Thụy Kha,,NXB Thanh Niên,Thăng Long,8935075921092,420.0,,Bìa mềm,19.0,27.0,08/2010,220.0
121,am-nhac-1,"""100 bài hát về thanh, thiếu niên, học sinh, sinh viên"" được chọn lựa trong vô vàn ca khúc viết về tuổi trẻ - Lứa tuổi tươi đẹp nhất của đời người, tuổi gắn với những ước mơ, hoài bão, khát vọng bỏng cháy, tuổi của hiến dâng và đam mê. Tuyển tập ca khúc này mang tới cho bạn trẻ yêu nhạc những ca khúc quen thuộc, phổ biến, đã được khẳng định qua thời gian, được nhiều người yêu thích; điều đặc biệt là nó gắn bó nhiều với lứa tuổi thanh thiếu niên, sinh viên, học sinh, với mái trường, giảng đường và những kỷ niệm một thời áo trắng.
Phần 1: Những bài hát nghi lễ
Tiến quân ca
Quốc tế ca
Thanh niên làm theo lời Bác
Lên đàng
Bài ca sinh viên
...
Phần 2: Những ca khúc đặc sắc dành cho thanh thiếu niên, học sinh, sinh viên
Chia tay mùa hạ
Tình thơ
Cây đàn sinh viên
Không còn mùa thu
Mừng tuổi mẹ
...
Mời bạn đón đọc.","100 Bài Hát Về Thanh Thiếu Niên Học Sinh, Sinh Viên",53000,https://www.vinabook.com/images/thumbnails/product/240x/34379_40920.jpg,,,NXB Thanh Niên,Thăng Long,8935075921085,360.0,,Bìa mềm,19.0,27.0,08/2010,196.0
122,am-nhac-1,"Mục lục
Anh cho em mùa xuân
Bến xuân
Ca khúc mừng xuân
Cám ơn một đóa xuân ngời
Cánh thiệp đầu xuân
Câu chuyện đầu năm
Chúc xuân
Chuyện ngày cuối năm
Điệp khúc mùa xuân
Đoản ca xuân
...
Mời bạn đón đọc.",Tuyển Tập Ca Khúc Về Mùa Xuân - Cánh Thiệp Đầu Xuân,36000,https://www.vinabook.com/images/thumbnails/product/240x/34160_40701.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324534,260.0,,Bìa mềm,20.0,28.0,04/2010,96.0
123,am-nhac-1,,Lý Thuyết Và Thực Hành Trên Đàn Organ 2,12000,https://www.vinabook.com/images/thumbnails/product/240x/33876_40417.jpg,,,,,,,,,,,,
124,am-nhac-1,"Mục lục
Johann Sebastian Bach
Molfgang Amadues Mozart - Thiên tài không đợi tuổi
Thánh nhạc Ludwig Van Beethoven
Chopin
Andrés Segovia
Louis Amstrong
Ravi Shankar - Bậc thầy âm nhạc Ấn Độ
Maria Callas
The Beatles
Abba
Micheal Jackson - Ông hoàng nhạc Pop
Đặng Thái Sơn
Mời bạn đón đọc.","Những Nhân Vật Nổi Tiếng Thế Giới - Những Nhạc Sỹ, Ca Sỹ, Nhóm Nhạc Nổi Tiếng Thế Giới",32000,https://www.vinabook.com/images/thumbnails/product/240x/33789_40330.jpg,"Lễ Nghĩa, Lê Minh Toàn",,Nxb Công an nhân dân,Thăng Long,8935075919877,300.0,,Bìa mềm,14.5,20.5,03/2010,256.0
125,am-nhac-1,"Mục lục
Anh đã quên mùa thu
Buồn tàn thu
Chiếc lá thu phai
Có phải em mùa thu Hà Nội
Đâu phải bởi mùa thu
Đêm thu
Em về mùa thu
Giọt mưa thu
Hà Nội mùa lá bay
Hà Nội mùa thu
...
Mời bạn đón đọc.",Tuyển Tập Ca Khúc Mùa Thu - Mùa Thu Cho Em,25000,https://www.vinabook.com/images/thumbnails/product/240x/33243_39784.jpg,,,Nxb Phương Đông,Văn Nghệ,8938502324497,220.0,,Bìa mềm,20.0,28.0,04/2010,80.0
126,am-nhac-1,"Mục lục:
Mời bạn đón đọc.",Love Songs - Tuyển Tập Những Ca Khúc Hay Nhất,18000,https://www.vinabook.com/images/thumbnails/product/240x/32437_38976.jpg,,,Nxb Trẻ,Trí Việt,8935086803752,220.0,,Bìa mềm,13.0,19.0,12/2004,256.0
